name,text
欧律诺墨,欧律诺墨[1] （希腊语：Εὐρυνόμη；英语：Eurynome）是希腊神话中的大洋神女之一，水草牧场女神。她是绕地环河之神俄刻阿诺斯与海之女神始祖泰西斯的女儿，为宙斯的第三位妻子，与宙斯生有著名的美惠三女神。罗伯特·格雷夫斯的著作《希腊神话》中写到，在古希腊土著皮拉基人的神话传说中，欧律诺墨被视为是从混沌之神卡俄斯中诞生而出的创世大女神。然而这完全只是他的个人发明[2-3] 。
狄俄涅,希腊神话中在多多纳地区发布神谕的女神，三千大洋神女（Oceanid）之一。她的名字是宙斯的阴性格式。在荷马史诗中，狄俄涅是爱和美神阿佛洛狄忒的母亲，宙斯的妻子。在忒斯普洛提亚的多多纳最受崇拜，后来的神话中她和赫拉混同，或是居住在吕底亚绪皮罗斯山的水泽神女。
帕西提亚,帕西提亚（Pasithea），是希腊神话中睡神修普诺斯的妻子。公元前1250年，特洛伊爆发了一场人神共同参与的战争，战况尤为惨烈，女神赫拉为了帮助希腊人，命令修普洛斯去催眠宙斯。但起初修普诺斯不敢对众神之王催眠。赫拉于是许诺事成之后，会送他一个年轻的美惠女神帕西提亚做妻子。修普诺斯于是遵照了赫拉的命令。醒来的宙斯勃然大怒，神罚了修普洛斯，晕厥中的修普洛斯从高空坠落而下。
珀耳塞伊斯,珀耳塞伊斯（Περσηίς，Persēis，Perseis）：焚烧仙女，大洋神俄刻阿诺斯和与沧海女神泰西斯（Tethys）的女儿，大洋神女之一。名字意为“焚烧”或“毁灭”。
普勒俄涅,普勒俄涅（希腊语：Πληιόνη）是三千位俄刻阿尼得斯宁芙女神的其中之一。根据奥维德的纪年表（《Fasti》），她是俄刻阿诺斯及忒堤斯的女儿。她住于希腊南部的阿耳卡狄亚的基利尼山（Mount Kyllini；又作库勒涅山，Mount Cyllene）。她嫁予阿特拉斯，并诞下、许阿斯、卡吕普索、许阿得斯七姊妹及普勒阿得斯七姊妹。[1] 
普罗诺亚,普罗诺亚是希腊神话中的形象，俄刻阿诺斯和忒堤斯之女，大洋神女之一，远见女神。二代泰坦神普罗米修斯之妻。
多丽斯,多丽斯(Doris)，海洋女神，名字意为“海洋的馈赠”。
厄勒克特拉,《厄勒克特拉》，男，独幕歌剧，霍夫曼斯塔尔编剧，理查·施特劳斯(Richard Strauss)谱曲，1909年1月25日在德国德累斯顿歌剧院首次公演。此剧是理查·施特劳斯与霍夫曼斯塔尔密切合作的开端。
菲吕拉,菲吕拉是希腊神话中的一名水仙女，是俄刻阿诺斯与泰西斯的女儿。她嫁予瑙普利俄斯，诞下许多儿女。她与克洛诺斯诞下喀戎。由于她觉得喀戎长得恶心，便在产后把他遗弃。她是香水、写作、治愈、美丽和纸张的女神，也是教会人类制造纸张的女神。
堤喀,"堤喀· Tyche,希腊宗教中的命运女神，后来混同於罗马的福尔图娜； 她往往随意把好运和恶运分配给人。希腊诗人赫西奥德把她说成是提坦神俄刻阿诺斯和他的妻子忒堤斯生的女儿；另一些作家则认为她的父亲是最高的天神宙斯。她常常和善神阿格忒斯·岱蒙一起行动，保护每一个人和家庭，同时也作为温和的惩罚人的代表。她常常以长着翅膀，头戴皇冠，手持聚宝盆的形象出现；但有时她又是蒙着眼睛的，代表各种欲望都存在着风险与不定。据说在她阿尔戈斯的神庙里，传说中的帕拉墨得斯曾说要将他发明的第一套骰子献祭给她。"
涅斐勒,涅斐勒是希腊神话中一朵貌似赫拉的云。在一次宴会上拉比斯（Lapith）的国王伊克西翁调戏神后赫拉。宙斯使赫拉隐身，塑造了涅斐勒来取代赫拉。
克洛里斯,在古希腊神话中，有四人使用克洛里斯（Chloris）的名字。克洛里斯（亦称“greenish”）是春天、花卉和自然女神。她嫁给西风神仄费罗斯（Zephyrus）并生了三个孩子，分别是：Ampyx、Mopsus和Carpus。她在罗马神话中的名字是佛洛拉（Flora）。
伊里丝,在希腊神话中，伊里丝（代词：/ aɪ ŗ，ɨ Ş / Ἶρις）是人格化的彩虹女神和众神的使者，陶玛斯（Thaumas）和厄勒克特拉（Electra）的女儿，她也被称为大海和天空的女神之一。伊里丝为人类神灵，她带着风的速度可以从世界的这一端到另一端，[1] 甚至是到大海及冥界深处，不亚于赫耳墨斯神使的职责，但主要为赫拉所用。
阿尔刻,阿尔刻是希腊神话与传说中的霓虹女神，是陶玛斯和厄勒克特拉的女儿，伊里斯和哈耳皮埃的妹妹。
艾斯特莱雅,艾斯特莱雅即 阿斯翠亚：Astraia（意即“星女”）（罗马又称Astraea），正义女神、群星女神、纯洁女神。其形象是一个生有羽翼，手持火炬，散发璀璨光芒的少女。她在黄金时代与人类居住在一起，原本被派到人间来掌管及审判是非善恶，后来因为看尽人间，回到了天庭，化作室女星座，也有说是宙斯命她回到星辰之上。因此阿斯翠亚又叫“维耳戈”，即“处女”之意，是处女座的女神。
尼刻,尼凯是希腊神话中的胜利女神，传说她曾协助宙斯战胜提坦巨人，给人们带来了胜利。在西方艺术中常以身生双翼，携带橄榄枝的形象出现。
比亚,保罗·比亚（英语、法语：Paul Biya，1933年2月13日—，穆梅卡），喀麦隆第二任总统、政治家、外交家、国务活动家。出身喀麦隆南方部族，1975年6月30日——1982年11月6日任喀麦隆总理；1982年11月6日任喀麦隆总统。1983到1984年他在权力斗争中巩固了总统地位，并迫使其前任阿希乔流亡国外。20世纪80年代初，他在一党制的体制框架内做了一些政治、经济改革，20世纪90年代初，迫于国内外压力，他接受政治多元化，实行多党民主。1992年他以超过40%的简单多数勉强赢得总统大选，在“民主化”浪潮中保住了政权，之后他进一步强化威权主义统治，并在1997年、2004年和2011年以压倒性的绝对优势蝉联总统。而国内的反对派和西方国家则宣称在这些选举投票中存在着违法和欺骗行为。他领导的喀麦隆与前殖民宗主国法国保持着良好的关系，“Francafrique”政策（即“法非特殊关系”之意）是其外交政策的基石。2009年，美国新闻杂志《Parade》将他列为“世界前20名独裁者”的第19位。
仄罗斯,仄洛斯：他是泰坦神帕拉斯（Pallas）和斯梯克斯的儿子，也是尼刻（胜利）、比亚（暴力）和克拉托斯（力量）的兄弟。
克拉托斯,"克拉托斯（希腊语：Κράτος，力量；英语：Kratos, Cratus, Cratos）是希腊神话中拟人化的“力量”。罗马称作波忒斯塔斯（Potestas）。"
阿忒,阿忒（Ate），希腊神话的蛊惑女神（引诱人或神失去理智而发狂的女神）。
波洛斯,波洛斯（希腊语：Πορος；拉丁语：Poros）是古希腊神话中的机遇与造物之神。帕拉图的《会饮篇》给出了他的形象特点。他和厄洛斯——那个赤身裸体的小男孩很相似，是一个无可非议的美少年。他机智勇敢，热爱智慧，喜欢探索新鲜和美好的事物，十分能干，是个很有本事的猎手、巫术的能手。是一个化万物的造物与发明之神，波洛斯的母亲是墨提斯。
赫柏,赫柏（希腊语:Ἥβη；英语：Hebe），是古希腊神话中的青春女神，宙斯与赫拉之女，她在罗马称作禹文塔斯（Juventas）。也是奥林匹斯山诸神的斟酒官，在每次宴会中，由她替诸神斟酒，而这些酒会使诸神心花怒放，永葆青春活力，并永无倦意。后来她嫁给升上天界的大力神赫拉克勒斯。而斟酒官一职，宙斯则从人间找来年轻英俊的特洛伊王子伽倪墨得斯代替她。
厄勒梯亚,厄勒梯亚[1] （希腊语：Εἰλείθυια）是希腊神话中专为妇女或神灵催生子女的助产女神之一，罗马又称卢西娜（Lucina）。根据赫西俄德《神谱》所述，厄勒梯亚是第三代神王神后宙斯与赫拉的女儿。[2] 
厄倪俄,厄倪俄（希腊语：Ένυώ）希腊神话中象征战争的残忍的女神，经常作为阿瑞斯的陪伴出现，被认为是阿瑞斯的孪生姐妹或者妻子。据说在特洛伊被攻陷的那天，她醉饮遍野的鲜血，兴之所至，在城中舞成一股飓风。她的称号是“城镇的终结者”，经常表现为身披鲜血，手拿武器。她有时被与同名的福耳库斯和刻托的女儿格赖埃之一错误混淆。她的罗马神话对应者贝罗纳（Bellona）更为有名，被当做是马尔斯的妻子，是朝野崇拜的对象，
哈耳摩尼亚,哈耳摩尼亚（Harmonia）是希腊神话中代表和谐和协调的女神。是战神阿瑞斯和爱与美的女神阿佛洛狄忒的女儿。在罗马神话中对应的神祇为孔科耳狄亚（Concordia），哈耳摩尼亚的对头是厄里斯（Eris）。[1] 
得摩斯,得摩斯是古希腊神话中象征恐惧的拟人化神，战神阿瑞斯和阿佛洛狄忒之子。家门口人。
福波斯,福波斯（古希腊语：Φόϐος，英文Phobos，字面意思为“惊恐”）是古希腊神话中象征战争带来的恐惧的拟人化神。常与光明神阿波罗别名福玻斯(Phoebus)混淆。
安忒洛斯,安忒洛斯（希腊语：Ἀντέρως，拉丁语：Anterōs）是希腊神话中的相爱之神，为相爱与温情的象征。战神阿瑞斯和爱神阿佛洛狄忒的儿子，厄洛斯的兄弟。[1] 小行星1943正是以安忒洛斯之名命名。
许墨奈俄斯,许墨奈俄斯（Ύμεναιος，Hymenaios/Hymenaeus，「婚曲」）：婚礼之神，酒神狄俄尼索斯（Dionysus）与爱情女神阿佛洛狄忒（Aphrodite）之子。罗马称作塔拉西俄（Talassio）。
普里阿普斯,普里阿普斯（古希腊文：Πρίαπος 英文：Priapus）是希腊神话中的生殖之神。罗马称作卢提努斯（Lutinus）.
赫马佛洛狄忒斯,赫马佛洛狄忒斯（希腊语：Ἑρμαφρόδιτος，一译赫耳玛佛洛狄忒、黑姆佛洛狄特），是希腊神话中的一位阴阳神，为赫尔墨斯和阿佛洛狄忒之子，也是厄洛斯之一。他的名字是父母姓名的结合体。赫马佛洛狄忒斯通常以带有男性生殖器的少女形象出现。他的名字也是西方语言“雌雄同体”的来源。
潘,"潘（Pan, 古希腊语：Πάν），是希腊神话里的牧神，掌管牧羊、自然、山林乡野，伴随潘的是自然宁芙。牧神潘是赫尔墨斯的儿子，Πάν的意思就是“一切”。他有着人一样的头和身躯，山羊的腿、角和耳朵。潘的外表后来被欧洲中世纪时期天主教妖魔化成为恶魔的原形。潘喜欢吹排箫，他吹的排箫具有催眠的力量。潘生性极其好色，经常藏匿在树丛之中，等待自然宁芙们经过，然后上前求爱。在古希腊神话中，半人半羊的潘是创造力、音乐、诗歌与性爱的象征，同时也是恐慌与噩梦的标志。潘同时也是摩羯座的守护神。"
普绪喀,圣经里仿佛预见了花美男，上演一出蝶与花。有一位非常美丽的公主叫普绪喀她的美貌令维纳斯很是嫉妒。于是，维纳斯派自己的儿子丘比特来到人间，让他把爱情之剑射向普绪喀，以便能让她爱上一个贫民，饱受心灵的煎熬。但是在爱神见到公主的那一刻，他大概不小心用剑划伤了自己。丘比特自己中了爱情的魔力。他劫走了普绪喀，把她安置在一座宫殿里，每天晚上都去看她。他要求美丽的公主答应他一个条件，就是永远不能看到他的真面目，否则会失去他。
赫多涅,赫多涅（Ἡδονή，Hêdonê/Hedone）指的是「欢愉」女神，爱神厄洛斯（Eros）与灵魂女神普绪喀（Psyche）之女。她代表快乐、愉悦和享受，在罗马被叫做沃路普塔斯（Voluptas）。
阿斯克勒庇俄斯,阿斯克勒庇俄斯（Ασκληπιος，Asklêpios/Asclepius，「切破」）是医师，光明神阿波罗（Apollo）和塞萨利公主科洛尼斯（Coronis）之子，一说是阿波罗和克吕墨涅之子。
普路托斯,"普路托斯（Πλουτος,，Ploutos/Plutus）：「财」神，谷母神得墨忒耳（Demeter）与英雄伊阿西翁（Iasion）之子。"
阿多尼斯,阿多尼斯（Adonis），春季植物之神，王室美男子，如花一般俊美精致的五官，令世间所有人与物，在他面前都为之失色，阿佛洛蒂忒都倾心不已，他是一个从近东传来，每年死而复生，永远年轻，代表春天的植物的神灵，他是一个受女性崇拜的神。现代阿多尼斯这个词常被用来描写一个异常美丽、有吸引力的年轻男子。阿多尼斯是西方“美男子”的最早出处。[1] 
阿刻罗俄斯,阿刻罗俄斯：希腊神话中，阿刻罗俄斯是有“银色漩涡”之称的Achelous River（位于希腊西部的一条河，为希腊境内最大的河流，最终流入爱奥尼亚海）的守护神。
斯卡曼德洛斯,斯卡曼德洛斯：有两个意思，一是河流名称，二是河神名字；通常也被称为克珊托斯，描述的都是同一个意思。
喀耳刻,喀耳刻（英语：Circe），或译为瑟茜。 希腊神话中的巫术女神、魔女之神，隐居在埃埃亚岛上的著名女巫。她是太阳神赫利俄斯（Helios）与大洋神女之一的焚烧仙女珀耳塞伊斯（Perseis）的女儿，是科尔基斯国王埃厄忒斯和帕西法厄的姐妹，女巫美狄亚的姑妈。
卡吕普索,卡吕普索（Calypso）古希腊语词义为“我将隐藏”。她是希腊神话中的海之女神，是扛起天穹的巨人阿特拉斯的女儿。她将奥德修斯困在她的奥杰吉厄岛上七年。英文Calypso也用来称呼土星的天然卫星，是该行星的第十四颗卫星。据说是被自己的父亲阿特拉斯囚禁在岛上。卡吕普索所受到的惩罚就是：命运女神每过一段时间就送一个需要帮助的英雄，但送来的英雄都不可能留下，卡吕普索偏偏陷入爱河。
琉喀忒亚,琉喀忒亚(Leucothea)：海中女神；波塞冬将俄底修斯的船打碎后，她曾搭救俄底修斯。 是古希腊中的女神，非常美丽，传说只要遇见她，就会有好运。
阿玛耳忒亚,阿玛耳忒亚，人名。神话人物。Amalthea是木卫五的名字，山羊阿玛耳忒亚曾在宙斯婴儿时守护他。
